Name	CommonName	TaxID	Count	Rank	Group	Phylum	Class	Order	Family	Genus
Potamopyrgus antipodarum	Mud Snail	145637	97	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	51	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	8360	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	47	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	5	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	5	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	355	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	9	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Deroceras reticulatum	Grey field slug; Grey garden slug	145610	9	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Physella	Freshwater Snail	175859	12	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	1755	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	762	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Zeacumantus subcarinatus	Southern creeper snail	69703	55	species	Molluscs	Mollusca	Gastropoda	NA	Cerithiidae	Zeacumantus
Physella acuta	Left handed sinistral snail	109671	5	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	18	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	6	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	9	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	501	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Zemelanopsis trifasciata	Brackish snail	2483214	138	species	Molluscs	Mollusca	Gastropoda	NA	Melanopsidae	Zemelanopsis
Physella acuta	Left handed sinistral snail	109671	929	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus antipodarum	Mud Snail	145637	137	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	9	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Gyraulus corinna	NZ freshwater snail	10000037	6	species	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Gyraulus
Potamopyrgus antipodarum	Mud Snail	145637	8	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	57	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	23	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Crassostrea		6564	49	genus	Molluscs	Mollusca	Bivalvia	Ostreida	Ostreidae	Crassostrea
Potamopyrgus antipodarum	Mud Snail	145637	180	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	45	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	128	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	94	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella	Freshwater Snail	175859	9	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	127	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	24	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus antipodarum	Mud Snail	145637	21	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	234	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Deroceras		145609	21	genus	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Potamopyrgus antipodarum	Mud Snail	145637	15	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	169	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	26	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	217	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus estuarinus	Mud Snail	268618	441	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	296	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	20	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	114	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	134	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Gyraulus corinna	NZ freshwater snail	10000037	43	species	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Gyraulus
Potamopyrgus	Mud snails	145636	1118	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	15	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	73	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	26	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	5	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Latia	NZ freshwater limpet	264263	33	genus	Molluscs	Mollusca	Gastropoda	NA	Latiidae	Latia
Physella acuta	Left handed sinistral snail	109671	13	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Echyridella menziesii	Freshwater mussel	981778	145	species	Molluscs	Mollusca	Bivalvia	Unionida	Hyriidae	Echyridella
Potamopyrgus	Mud snails	145636	113	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	7	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	28	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	5	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	5	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	59	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	80	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	25	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Gyraulus corinna	NZ freshwater snail	10000037	9	species	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Gyraulus
Physella acuta	Left handed sinistral snail	109671	423	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus antipodarum	Mud Snail	145637	27	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	310	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	61	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	90	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Cornu aspersum	Garden snail	6535	15	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Helicidae	Cornu
Potamopyrgus antipodarum	Mud Snail	145637	21	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	407	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Sphaerium novaezelandiae	NZ freshwater clam	192880	105	species	Molluscs	Mollusca	Bivalvia	Venerida	Sphaeriidae	Sphaerium
Potamopyrgus	Mud snails	145636	28	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	6	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Gyraulus corinna	NZ freshwater snail	10000037	129	species	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Gyraulus
Potamopyrgus	Mud snails	145636	209	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	18	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	21	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Gyraulus corinna	NZ freshwater snail	10000037	53	species	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Gyraulus
Potamopyrgus	Mud snails	145636	111	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella	Freshwater Snail	175859	72	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	46	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Sphaerium novaezelandiae	NZ freshwater clam	192880	134	species	Molluscs	Mollusca	Bivalvia	Venerida	Sphaeriidae	Sphaerium
Potamopyrgus	Mud snails	145636	256	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	11	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	81	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	144	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Arion intermedius	Hedgehog arion Slug	171548	55	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Arionidae	Arion
Potamopyrgus	Mud snails	145636	7	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	59	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	48	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Deroceras reticulatum	Grey field slug; Grey garden slug	145610	5	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Arion		6542	19	genus	Molluscs	Mollusca	Gastropoda	Stylommatophora	Arionidae	Arion
"Pettancylus sp. 'Queensland, Australia'"	Freshwater limpet	419065	7	species	Molluscs	Mollusca	Gastropoda	NA	Ancylidae	Pettancylus
Potamopyrgus	Mud snails	145636	74	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Glyptophysa sp. NZla2		459213	5	species	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Glyptophysa
Physella	Freshwater Snail	175859	13	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Sphaerium novaezelandiae	NZ freshwater clam	192880	7	species	Molluscs	Mollusca	Bivalvia	Venerida	Sphaeriidae	Sphaerium
Melanopsis		53520	7	genus	Molluscs	Mollusca	Gastropoda	NA	Melanopsidae	Melanopsis
Potamopyrgus antipodarum	Mud Snail	145637	47	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	2444	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Gyraulus corinna	NZ freshwater snail	10000037	26	species	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Gyraulus
Potamopyrgus	Mud snails	145636	1932	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Deroceras reticulatum	Grey field slug; Grey garden slug	145610	12	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Potamopyrgus	Mud snails	145636	33	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Glyptophysa sp. NZla2		459213	5	species	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Glyptophysa
Cochlicella		145617	10	genus	Molluscs	Mollusca	Gastropoda	Stylommatophora	Geomitridae	Cochlicella
Physella acuta	Left handed sinistral snail	109671	18	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	11	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	408	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	33	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Gyraulus	Freshwater snail	65076	42	genus	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Gyraulus
Potamopyrgus antipodarum	Mud Snail	145637	809	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	8	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Sphaerium novaezelandiae	NZ freshwater clam	192880	105	species	Molluscs	Mollusca	Bivalvia	Venerida	Sphaeriidae	Sphaerium
Deroceras reticulatum	Grey field slug; Grey garden slug	145610	28	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Potamopyrgus antipodarum	Mud Snail	145637	45	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	331	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Lunella smaragdus	Cats eye snail	405983	7	species	Molluscs	Mollusca	Gastropoda	Trochida	Turbinidae	Lunella
Potamopyrgus antipodarum	Mud Snail	145637	67	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	51	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus antipodarum	Mud Snail	145637	34	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	397	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	27	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	23	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	158	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella	Freshwater Snail	175859	151	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	1003	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella	Freshwater Snail	175859	145	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Zeacumantus subcarinatus	Southern creeper snail	69703	305	species	Molluscs	Mollusca	Gastropoda	NA	Cerithiidae	Zeacumantus
Physella	Freshwater Snail	175859	19	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus antipodarum	Mud Snail	145637	62	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	173	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Haminoea zelandiae	white bubble shell	2510856	8	species	Molluscs	Mollusca	Gastropoda	Cephalaspidea	Haminoeidae	Haminoea
Sphaerium novaezelandiae	NZ freshwater clam	192880	153	species	Molluscs	Mollusca	Bivalvia	Venerida	Sphaeriidae	Sphaerium
Potamopyrgus	Mud snails	145636	115	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	21	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	2073	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
"Pettancylus sp. 'Queensland, Australia'"	Freshwater limpet	419065	32	species	Molluscs	Mollusca	Gastropoda	NA	Ancylidae	Pettancylus
Echyridella menziesii	Freshwater mussel	981778	268	species	Molluscs	Mollusca	Bivalvia	Unionida	Hyriidae	Echyridella
Potamopyrgus	Mud snails	145636	184	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	1485	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	42	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	565	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	780	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	11	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	267	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Deroceras reticulatum	Grey field slug; Grey garden slug	145610	9	species	Molluscs	Mollusca	Gastropoda	Stylommatophora	Agriolimacidae	Deroceras
Potamopyrgus	Mud snails	145636	5	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Gyraulus	Freshwater snail	65076	836	genus	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Gyraulus
Physella	Freshwater Snail	175859	294	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Sphaerium novaezelandiae	NZ freshwater clam	192880	849	species	Molluscs	Mollusca	Bivalvia	Venerida	Sphaeriidae	Sphaerium
Potamopyrgus	Mud snails	145636	95	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	30	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	19	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Echyridella menziesii	Freshwater mussel	981778	891	species	Molluscs	Mollusca	Bivalvia	Unionida	Hyriidae	Echyridella
Physella	Freshwater Snail	175859	168	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	32	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	51	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Pseudosuccinea columella		31228	14	species	Molluscs	Mollusca	Gastropoda	NA	Lymnaeidae	Pseudosuccinea
Potamopyrgus	Mud snails	145636	23	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus estuarinus	Mud Snail	268618	26	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus	Mud snails	145636	7	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella acuta	Left handed sinistral snail	109671	66	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Echyridella menziesii	Freshwater mussel	981778	442	species	Molluscs	Mollusca	Bivalvia	Unionida	Hyriidae	Echyridella
Potamopyrgus	Mud snails	145636	514	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	25	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	339	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Potamopyrgus antipodarum	Mud Snail	145637	138	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella	Freshwater Snail	175859	8	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Echyridella menziesii	Freshwater mussel	981778	2523	species	Molluscs	Mollusca	Bivalvia	Unionida	Hyriidae	Echyridella
Potamopyrgus antipodarum	Mud Snail	145637	47	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Sphaerium novaezelandiae	NZ freshwater clam	192880	148	species	Molluscs	Mollusca	Bivalvia	Venerida	Sphaeriidae	Sphaerium
Sphaerium		55712	12	genus	Molluscs	Mollusca	Bivalvia	Venerida	Sphaeriidae	Sphaerium
Potamopyrgus antipodarum	Mud Snail	145637	123	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella	Freshwater Snail	175859	51	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus antipodarum	Mud Snail	145637	6	species	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Sphaerium novaezelandiae	NZ freshwater clam	192880	249	species	Molluscs	Mollusca	Bivalvia	Venerida	Sphaeriidae	Sphaerium
Physella acuta	Left handed sinistral snail	109671	15	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	11	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Physella	Freshwater Snail	175859	45	genus	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Physella acuta	Left handed sinistral snail	109671	53	species	Molluscs	Mollusca	Gastropoda	NA	Physidae	Physella
Potamopyrgus	Mud snails	145636	1172	genus	Molluscs	Mollusca	Gastropoda	Littorinimorpha	Tateidae	Potamopyrgus
Gyraulus	Freshwater snail	65076	18	genus	Molluscs	Mollusca	Gastropoda	NA	Planorbidae	Gyraulus
