Name	CommonName	TaxID	Count	Rank	Group	Phylum	Class	Order	Family	Genus
Trifolium	Clover; trefoil	3898	17	genus	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium
Anthoxanthum odoratum	Sweet vernal grass	29661	5	species	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Anthoxanthum
Sison amomum	Stone-Parsley	1155366	89	species	Plants	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Sison
Fuscospora	Southern beeches	1491786	1305	genus	Plants	Streptophyta	Magnoliopsida	Fagales	Nothofagaceae	Fuscospora
Holcus lanatus	Yorkshire fog	29679	11	species	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Holcus
Myriophyllum aquaticum	Parrot's feather	208863	9	species	Plants	Streptophyta	Magnoliopsida	Saxifragales	Haloragaceae	Myriophyllum
Elodea canadensis	Pondweed; waterweed	100364	987	species	Plants	Streptophyta	Magnoliopsida	Alismatales	Hydrocharitaceae	Elodea
Ranunculus	Buttercups; spearworts; water crowfoots	3445	31	genus	Plants	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
Digitalis	Foxgloves	4163	84	genus	Plants	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Digitalis
Casuarina		3521	45	genus	Plants	Streptophyta	Magnoliopsida	Fagales	Casuarinaceae	Casuarina
Juncus	Rushes	13578	79	genus	Plants	Streptophyta	Magnoliopsida	Poales	Juncaceae	Juncus
Freycinetia banksii	Kiekie	1259866	22	species	Plants	Streptophyta	Magnoliopsida	Pandanales	Pandanaceae	Freycinetia
Veronica	Brooklimes	4173	53	genus	Plants	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
Coprosma	Coprosma	35905	196	genus	Plants	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Coprosma
Fuscospora	Southern beeches	1491786	10	genus	Plants	Streptophyta	Magnoliopsida	Fagales	Nothofagaceae	Fuscospora
Prunus sargentii		97308	6	species	Plants	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus
Tropaeolum minus		147022	62	species	Plants	Streptophyta	Magnoliopsida	Brassicales	Tropaeolaceae	Tropaeolum
Zantedeschia aethiopica	Calla lily; Arum lily	69721	24	species	Plants	Streptophyta	Magnoliopsida	Alismatales	Araceae	Zantedeschia
Melicytus	Mahoe	212267	191	genus	Plants	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Melicytus
Cenchrus	Buffelgrass	4583	114	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Cenchrus
Carex subgen. Vignea		2763534	9	subgenus	Plants	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Carex
Dactylis	Bluegrass	4508	84	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Dactylis
Phormium tenax	NZ flax	51475	11	species	Plants	Streptophyta	Magnoliopsida	Asparagales	Asphodelaceae	Phormium
Metrosideros	Myrtle	62695	1066	genus	Plants	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Metrosideros
Freycinetia banksii	Kiekie	1259866	166	species	Plants	Streptophyta	Magnoliopsida	Pandanales	Pandanaceae	Freycinetia
Ranunculus	Buttercups; spearworts; water crowfoots	3445	358	genus	Plants	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
Pinus subgen. Pinus	Diploxylon pines	139271	23	subgenus	Plants	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus
Holcus	Soft-grasses; velvet grasses	15560	29	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Holcus
Melicytus	Mahoe	212267	17	genus	Plants	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Melicytus
Nothofagus menziesii	Silver beech	28945	41	species	Plants	Streptophyta	Magnoliopsida	Fagales	Nothofagaceae	Nothofagus
Veronica	Brooklimes	4173	91	genus	Plants	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
Veronica subgen. Beccabunga		1461652	12	subgenus	Plants	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
Gunnera		24956	640	genus	Plants	Streptophyta	Magnoliopsida	Gunnerales	Gunneraceae	Gunnera
Sonchus		50190	9	genus	Plants	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Sonchus
Ligustrum	Privets	13596	71	genus	Plants	Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Ligustrum
Leptospermum scoparium	Manuka	295139	17	species	Plants	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Leptospermum
Veronica subgen. Beccabunga		1461652	6	subgenus	Plants	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
Coprosma	Coprosma	35905	46	genus	Plants	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Coprosma
Lonicera	Honeysuckles	49606	31	genus	Plants	Streptophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera
Metrosideros	Myrtle	62695	9	genus	Plants	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Metrosideros
Salix alba	White willow	75704	8	species	Plants	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix
Alopecurus	Foxtail grass	15303	52	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Alopecurus
Ranunculus	Buttercups; spearworts; water crowfoots	3445	95	genus	Plants	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
Plagianthus		288298	42	genus	Plants	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Plagianthus
Lolium		4520	355	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium
Cerastium	Mouse-eared chickweed 	3579	22	genus	Plants	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium
Ruppia polycarpa	Ruppia	652457	13	species	Plants	Streptophyta	Magnoliopsida	Alismatales	Cymodoceaceae	Ruppia
Pseudopanax		46408	45	genus	Plants	Streptophyta	Magnoliopsida	Apiales	Araliaceae	Pseudopanax
Microlaena avenacea	Bush rice grass	175500	24	species	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Microlaena
Muehlenbeckia		76038	265	genus	Plants	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Muehlenbeckia
Alnus	Alder	3515	50	genus	Plants	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Alnus
Populus	Poplars; aspens; cottonwoods	3689	16	genus	Plants	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus
Pinus	Pines	3337	239	genus	Plants	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus
Paspalum	Paspalums; Bahiagrasses; Crowngrasses; Dallis grasses	147271	32	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Paspalum
Fuchsia excorticata	Tree fuchsia; New Zealand fuchsia	253483	10	species	Plants	Streptophyta	Magnoliopsida	Myrtales	Onagraceae	Fuchsia
Carex aff. geminata AK288389		493341	14	species	Plants	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Carex
Ranunculus	Buttercups; spearworts; water crowfoots	3445	1105	genus	Plants	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
Ranunculus	Buttercups; spearworts; water crowfoots	3445	200	genus	Plants	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
Carpodetus serratus	Putaputaweta	54173	321	species	Plants	Streptophyta	Magnoliopsida	Asterales	Rousseaceae	Carpodetus
Pinus	Pines	3337	4666	genus	Plants	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus
Coprosma	Coprosma	35905	503	genus	Plants	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Coprosma
Allium		4678	39	genus	Plants	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium
Hoheria		288238	40	genus	Plants	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Hoheria
Prunus	Prunus	3754	17	genus	Plants	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus
Potamogeton crispus	Curly-leaf pondweed	55318	29	species	Plants	Streptophyta	Magnoliopsida	Alismatales	Potamogetonaceae	Potamogeton
Ranunculus	Buttercups; spearworts; water crowfoots	3445	111	genus	Plants	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
Holcus	Soft-grasses; velvet grasses	15560	89	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Holcus
Coprosma	Coprosma	35905	2122	genus	Plants	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Coprosma
Trifolium repens	Creeping white clover	3899	8	species	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium
Rumex subgen. Acetosa		2732585	26	subgenus	Plants	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex
Pinus	Pines	3337	1177	genus	Plants	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus
Pinus	Pines	3337	370	genus	Plants	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus
Prumnopitys ferruginea	Miro	120635	16	species	Plants	Streptophyta	Pinopsida	Araucariales	Podocarpaceae	Prumnopitys
Nasturtium officinale	Watercress	65948	21	species	Plants	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Nasturtium
Lotus		3867	329	genus	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus
Pittosporum		23129	107	genus	Plants	Streptophyta	Magnoliopsida	Apiales	Pittosporaceae	Pittosporum
Leptospermum scoparium	Manuka	295139	48	species	Plants	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Leptospermum
Podocarpus	Conifers	3363	764	genus	Plants	Streptophyta	Pinopsida	Araucariales	Podocarpaceae	Podocarpus
Lotus		3867	107	genus	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus
Liquidambar styraciflua	American sweetgum	4400	170	species	Plants	Streptophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar
Kunzea		106040	15	genus	Plants	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Kunzea
Pinus	Pines	3337	28	genus	Plants	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus
Glyceria	Mannagrasses; sweet-grasses	37871	872	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Glyceria
Veronica subgen. Beccabunga		1461652	37	subgenus	Plants	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
Eucalyptus		3932	23	genus	Plants	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus
Veronica subgen. Beccabunga		1461652	36	subgenus	Plants	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
Poa trivialis	Rough bluegrass	89684	13	species	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Poa
Ripogonum scandens	Supplejack	1355408	26	species	Plants	Streptophyta	Magnoliopsida	Liliales	Ripogonaceae	Ripogonum
Rumex	Docks; sorrels	3618	73	genus	Plants	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex
Dactylis glomerata	Catgrass; cocksfoot	4509	133	species	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Dactylis
Veronica subgen. Beccabunga		1461652	177	subgenus	Plants	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
Nasturtium officinale	Watercress	65948	134	species	Plants	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Nasturtium
Passiflora	Passionflowers	3684	7	genus	Plants	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora
Coprosma	Coprosma	35905	449	genus	Plants	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Coprosma
Azolla	Azolla fern	39630	5	genus	Plants	Streptophyta	Polypodiopsida	Salviniales	Salviniaceae	Azolla
Veronica	Brooklimes	4173	1812	genus	Plants	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
Schismus		59907	7	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Schismus
Ligustrum	Privets	13596	614	genus	Plants	Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Ligustrum
Salix alba	White willow	75704	29	species	Plants	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix
Nasturtium officinale	Watercress	65948	36	species	Plants	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Nasturtium
Nasturtium officinale	Watercress	65948	103	species	Plants	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Nasturtium
Weinmannia	Weinmannia	3779	233	genus	Plants	Streptophyta	Magnoliopsida	Oxalidales	Cunoniaceae	Weinmannia
Myoporum laetum	Ngaio	577428	19	species	Plants	Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Myoporum
Bromus	Bromes; chess grasses; cheat grasses	4501	21	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Bromus
Coprosma	Coprosma	35905	4944	genus	Plants	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Coprosma
Muehlenbeckia		76038	97	genus	Plants	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Muehlenbeckia
Holcus	Soft-grasses; velvet grasses	15560	18	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Holcus
Nothofagus	Southern beeches	26779	36	genus	Plants	Streptophyta	Magnoliopsida	Fagales	Nothofagaceae	Nothofagus
Polygonum aviculare	Common knotgrass	137693	8	species	Plants	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Polygonum
Lophozonia		1491793	311	genus	Plants	Streptophyta	Magnoliopsida	Fagales	Nothofagaceae	Lophozonia
Lotus		3867	112	genus	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus
Lotus		3867	7	genus	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus
Pittosporum		23129	20	genus	Plants	Streptophyta	Magnoliopsida	Apiales	Pittosporaceae	Pittosporum
Persicaria	Knotweeds; Smartweeds	61508	11	genus	Plants	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria
Melicytus	Mahoe	212267	76	genus	Plants	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Melicytus
Robinia	Locust	35937	109	genus	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Robinia
Erodium moschatum	Musk stork's-bill	337392	243	species	Plants	Streptophyta	Magnoliopsida	Geraniales	Geraniaceae	Erodium
Bromus	Bromes; chess grasses; cheat grasses	4501	12	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Bromus
Calystegia sepium	Hedge bindweed	47519	9	species	Plants	Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Calystegia
Muehlenbeckia		76038	213	genus	Plants	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Muehlenbeckia
Festuca		4605	27	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Festuca
Nothofagus menziesii	Silver beech	28945	174	species	Plants	Streptophyta	Magnoliopsida	Fagales	Nothofagaceae	Nothofagus
Cornus	Dogwoods	4281	36	genus	Plants	Streptophyta	Magnoliopsida	Cornales	Cornaceae	Cornus
Juncus bulbosus	Bulbous rush	223657	22	species	Plants	Streptophyta	Magnoliopsida	Poales	Juncaceae	Juncus
Trifolium	Clover; trefoil	3898	107	genus	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium
Melicytus	Mahoe	212267	8	genus	Plants	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Melicytus
Fuchsia		13069	421	genus	Plants	Streptophyta	Magnoliopsida	Myrtales	Onagraceae	Fuchsia
Festuca		4605	167	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Festuca
Lotus		3867	81	genus	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus
Melicytus	Mahoe	212267	28	genus	Plants	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Melicytus
Acer pseudoplatanus	Sycamore maple	4026	18	species	Plants	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer
Holcus	Soft-grasses; velvet grasses	15560	104	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Holcus
Rumex	Docks; sorrels	3618	189	genus	Plants	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex
Trifolium	Clover; trefoil	3898	80	genus	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium
Pseudopanax		46408	83	genus	Plants	Streptophyta	Magnoliopsida	Apiales	Araliaceae	Pseudopanax
Coriaria	Tutu	3459	5990	genus	Plants	Streptophyta	Magnoliopsida	Cucurbitales	Coriariaceae	Coriaria
Sesamum		4181	6	genus	Plants	Streptophyta	Magnoliopsida	Lamiales	Pedaliaceae	Sesamum
Ulmus		24735	10	genus	Plants	Streptophyta	Magnoliopsida	Rosales	Ulmaceae	Ulmus
Pittosporum		23129	98	genus	Plants	Streptophyta	Magnoliopsida	Apiales	Pittosporaceae	Pittosporum
Holcus	Soft-grasses; velvet grasses	15560	21	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Holcus
Robinia	Locust	35937	43	genus	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Robinia
Calystegia sepium	Hedge bindweed	47519	29	species	Plants	Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Calystegia
Rumex subgen. Acetosa		2732585	142	subgenus	Plants	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex
Piper	Pepper plants; pepper vines	13215	26	genus	Plants	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper
Myosotis	Forget-me-nots	192333	38	genus	Plants	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Myosotis
Ranunculus	Buttercups; spearworts; water crowfoots	3445	127	genus	Plants	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
Trifolium	Clover; trefoil	3898	24	genus	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium
Senecio bipinnatisectus		2174520	6	species	Plants	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Senecio
Dactylis glomerata	Catgrass; cocksfoot	4509	17	species	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Dactylis
Fuscospora	Southern beeches	1491786	92	genus	Plants	Streptophyta	Magnoliopsida	Fagales	Nothofagaceae	Fuscospora
Veronica	Brooklimes	4173	178	genus	Plants	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica
Phyllocladus	Celery pines	50183	836	genus	Plants	Streptophyta	Pinopsida	Araucariales	Podocarpaceae	Phyllocladus
Podocarpus	Conifers	3363	70	genus	Plants	Streptophyta	Pinopsida	Araucariales	Podocarpaceae	Podocarpus
Muehlenbeckia		76038	62	genus	Plants	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Muehlenbeckia
Hydrocotyle	Water pennywort; Indian pennywort; marsh penny; thick-leaved pennywort; white rot	4048	47	genus	Plants	Streptophyta	Magnoliopsida	Apiales	Araliaceae	Hydrocotyle
Melicytus	Mahoe	212267	215	genus	Plants	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Melicytus
Potamogeton	Red pondweed	13228	608	genus	Plants	Streptophyta	Magnoliopsida	Alismatales	Potamogetonaceae	Potamogeton
Rumex	Docks; sorrels	3618	184	genus	Plants	Streptophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex
Nasturtium officinale	Watercress	65948	444	species	Plants	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Nasturtium
Malus		3749	8	genus	Plants	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus
Typha orientalis		644748	97	species	Plants	Streptophyta	Magnoliopsida	Poales	Typhaceae	Typha
Cotula		99043	13	genus	Plants	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cotula
Lolium		4520	240	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium
Phaseolus	Bean	3883	199	genus	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Phaseolus
Nothofagus menziesii	Silver beech	28945	425	species	Plants	Streptophyta	Magnoliopsida	Fagales	Nothofagaceae	Nothofagus
Axonopus	Carpet grasses	158091	900	genus	Plants	Streptophyta	Magnoliopsida	Poales	Poaceae	Axonopus
Pinus	Pines	3337	480	genus	Plants	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus
Potamogeton crispus	Curly-leaf pondweed	55318	94	species	Plants	Streptophyta	Magnoliopsida	Alismatales	Potamogetonaceae	Potamogeton
Fuchsia excorticata	Tree fuchsia; New Zealand fuchsia	253483	9	species	Plants	Streptophyta	Magnoliopsida	Myrtales	Onagraceae	Fuchsia
Erica lusitanica	Portuguese heath; spanish heath	906928	14	species	Plants	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Erica
Rubus	Bramble	23216	68	genus	Plants	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rubus
Coprosma	Coprosma	35905	17	genus	Plants	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Coprosma
Populus deltoides		3696	285	species	Plants	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus
Nasturtium officinale	Watercress	65948	13	species	Plants	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Nasturtium
Potamogeton	Red pondweed	13228	37	genus	Plants	Streptophyta	Magnoliopsida	Alismatales	Potamogetonaceae	Potamogeton
Nothofagus menziesii	Silver beech	28945	6	species	Plants	Streptophyta	Magnoliopsida	Fagales	Nothofagaceae	Nothofagus
Robinia	Locust	35937	70	genus	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Robinia
Juncus	Rushes	13578	19	genus	Plants	Streptophyta	Magnoliopsida	Poales	Juncaceae	Juncus
Trifolium subterraneum	Subterranean clover	3900	10	species	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium
Anemone		22868	78	genus	Plants	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Anemone
Stachys sylvatica		53175	132	species	Plants	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys
Zantedeschia aethiopica	Calla lily; Arum lily	69721	30	species	Plants	Streptophyta	Magnoliopsida	Alismatales	Araceae	Zantedeschia
Trifolium	Clover; trefoil	3898	13	genus	Plants	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium
Cornus nuttallii	Mountain dogwood; Pacific dogwood; western dogwood	60120	22	species	Plants	Streptophyta	Magnoliopsida	Cornales	Cornaceae	Cornus
Chaetogaster	Oligochaete worm	74726	11	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Tubifex tubifex	Sludge worm	6386	53	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Dero digitata	Worm	66488	36	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Dero
Lumbricus rubellus	Red earthworm	35632	29	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Lumbricus
Aulodrilus pluriseta	Aquatic oligochaete worm	76585	8	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Aulodrilus
Pristina	Worm	150439	8	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Pristina
Branchiura sowerbyi	Oligochaete worm	195543	41	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Branchiura
Stylodrilus heringianus	Worm	77571	25	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus
Lumbricus rubellus	Red earthworm	35632	67	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Lumbricus
Tubifex tubifex	Sludge worm	6386	223	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Chaetogaster diastrophus	Oligochaete worm	74727	34	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Nais communis/variabilis complex sp. A3	Sludgeworm	1138462	5	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Lumbricus rubellus	Red earthworm	35632	31	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Lumbricus
Bothrioneurum	Worm	188203	32	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Bothrioneurum
Potamothrix bavaricus	Aquatic oligochaete worm	745771	250	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Potamothrix
Limnodrilus hoffmeisteri	Redworm	76587	19	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Limnodrilus hoffmeisteri	Redworm	76587	168	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Limnodrilus udekemianus	Worm	146604	18	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Limnodrilus
Tubifex tubifex	Sludge worm	6386	874	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Dero	Worm	66487	70	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Dero
Tubifex tubifex	Sludge worm	6386	289	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Chaetogaster	Oligochaete worm	74726	21	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Tubifex	Worm	6385	11	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Henlea perpusilla	Worm	913665	46	species	Worms	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Henlea
Stylodrilus heringianus	Worm	77571	44	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus
Nais	Sludgeworm	74730	499	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Eiseniella tetraedra	Squaretail worm	1302610	145	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Eiseniella
Dero	Worm	66487	15	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Dero
Eiseniella	Worm	1302608	13	genus	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Eiseniella
Nais elinguis	Sludgeworm	74736	321	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Cognettia varisetosa	Worm	2732696	16	species	Worms	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Cognettia
Glycinde	Worm	397551	44	genus	Worms	Annelida	Polychaeta	Phyllodocida	Goniadidae	Glycinde
Chamaedrilus	Worm	1628347	29	genus	Worms	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Chamaedrilus
Tubifex tubifex	Sludge worm	6386	467	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Nais	Sludgeworm	74730	96	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Nais communis	Sludgeworm	188228	30	species	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Eiseniella tetraedra	Squaretail worm	1302610	143	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Eiseniella
Stylodrilus heringianus	Worm	77571	9	species	Worms	Annelida	Clitellata	Lumbriculida	Lumbriculidae	Stylodrilus
Lumbricus rubellus	Red earthworm	35632	10	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Lumbricus
Nais	Sludgeworm	74730	468	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
Eiseniella tetraedra	Squaretail worm	1302610	519	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Eiseniella
Octolasion lacteum	Worm	334871	18	species	Worms	Annelida	Clitellata	Crassiclitellata	Lumbricidae	Octolasion
unclassified Chaetogaster		2664999	21	no rank	Worms	Annelida	Clitellata	Tubificida	Naididae	Chaetogaster
Pristina	Worm	150439	6	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Pristina
Tubifex	Worm	6385	315	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Tubifex
Nais	Sludgeworm	74730	60	genus	Worms	Annelida	Clitellata	Tubificida	Naididae	Nais
