"HID","UID","Name","CommonName","TaxID","Count","Rank","Group","Phylum","Class","Order","Family","Genus"
36977137,536361,"Passer domesticus","House sparrow",48849,9,"species","Birds","Chordata","Aves","Passeriformes","Passeridae","Passer"
4676055,513657,"Passer domesticus","House sparrow",48849,20,"species","Birds","Chordata","Aves","Passeriformes","Passeridae","Passer"
26121564,713176,"Porphyrio melanotus","Pukeko",72013,109,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
30098020,527578,"Porphyrio melanotus","Pukeko",72013,1192,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
14445912,518001,"Porphyrio melanotus","Pukeko",72013,7,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
50603469,730562,"Anas platyrhynchos","Mallard duck",8839,60,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
19331578,401523,"Anas platyrhynchos","Mallard duck",8839,230,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
27940264,709675,"Cygnus atratus","Black swan",8868,25,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Cygnus"
55084185,723201,"Turdus philomelos","Song thrush",127946,80,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
36156303,538369,"Porphyrio melanotus","Pukeko",72013,24,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
26287489,708945,"Zosterops lateralis","Silvereye",43581,106,"species","Birds","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops"
9638393,521476,"Rhipidura fuliginosa","Fantail",381039,32,"species","Birds","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura"
24880015,100061,"Anthornis melanura","Bellbird",698975,30,"species","Birds","Chordata","Aves","Passeriformes","Meliphagidae","Anthornis"
17982139,701541,"Anas chlorotis or gracilis","Brown or grey teal",10000052,109,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
27518965,711135,"Anas platyrhynchos","Mallard duck",8839,1166,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
8561376,515005,"Anser","Grey Geese",8842,5,"genus","Birds","Chordata","Aves","Anseriformes","Anatidae","Anser"
35984922,533168,"Anas platyrhynchos","Mallard duck",8839,2855,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
54386399,412613,"Todiramphus sanctus vagans","Sacred kingfisher",497867,102,"subspecies","Birds","Chordata","Aves","Coraciiformes","Alcedinidae","Todiramphus"
44621429,528508,"Phalacrocorax varius","Pied Shag",146621,35,"species","Birds","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax"
15347017,508059,"Anas platyrhynchos","Mallard duck",8839,77,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
24880362,529562,"Turdus philomelos","Song thrush",127946,47,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
8667102,515019,"Cygnus atratus","Black swan",8868,13,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Cygnus"
11610294,400491,"Anas platyrhynchos","Mallard duck",8839,2118,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
21302464,519268,"Phasianus colchicus","Pheasant",9054,10,"species","Birds","Chordata","Aves","Galliformes","Phasianidae","Phasianus"
44171818,505757,"Anas platyrhynchos","Mallard duck",8839,163,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
13019269,401640,"Sturnus vulgaris","Common starling",9172,91,"species","Birds","Chordata","Aves","Passeriformes","Sturnidae","Sturnus"
13525494,518042,"Zosterops lateralis","Silvereye",43581,95,"species","Birds","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops"
33437648,531215,"Turdus","Thrush",9186,133,"genus","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
19338285,405854,"Anthornis melanura","Bellbird",698975,111,"species","Birds","Chordata","Aves","Passeriformes","Meliphagidae","Anthornis"
1458841,501295,"Limosa lapponica","Bar-tailed godwit",161683,98,"species","Birds","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa"
36559883,531271,"Todiramphus sanctus vagans","Sacred kingfisher",497867,90,"subspecies","Birds","Chordata","Aves","Coraciiformes","Alcedinidae","Todiramphus"
16451612,411034,"Porphyrio","Swamphens",54483,62,"genus","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
12476720,522770,"Anas","Dabbling ducks",8835,10,"genus","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
36814610,722651,"Anas platyrhynchos","Mallard duck",8839,1888,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
55084259,723206,"Fringilla coelebs","Common chaffinch",37598,81,"species","Birds","Chordata","Aves","Passeriformes","Fringillidae","Fringilla"
55998835,722436,"Anas platyrhynchos","Mallard duck",8839,1907,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
3570557,504962,"Porphyrio melanotus","Pukeko",72013,33,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
53235923,545228,"Turdus philomelos","Song thrush",127946,77,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
36340030,722282,"Anas chlorotis or gracilis","Brown or grey teal",10000052,31,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
27561431,531573,"Anas platyrhynchos","Mallard duck",8839,20,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
44772678,528579,"Turdus","Thrush",9186,16,"genus","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
2052012,505181,"Anas platyrhynchos","Mallard duck",8839,596,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
20555843,100040,"Anser","Grey Geese",8842,41,"genus","Birds","Chordata","Aves","Anseriformes","Anatidae","Anser"
1873418,503817,"Anas platyrhynchos","Mallard duck",8839,36,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
3066929,503405,"Anas platyrhynchos","Mallard duck",8839,74,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
36276969,537271,"Turdus","Thrush",9186,64,"genus","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
13236015,515974,"Larus","Seagull",8911,54,"genus","Birds","Chordata","Aves","Charadriiformes","Laridae","Larus"
61068765,521269,"Columba livia","Pigeon",8932,21,"species","Birds","Chordata","Aves","Columbiformes","Columbidae","Columba"
37106310,536330,"Anas chlorotis or gracilis","Brown or grey teal",10000052,95,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
2847135,505315,"Passer domesticus","House sparrow",48849,12,"species","Birds","Chordata","Aves","Passeriformes","Passeridae","Passer"
20741283,704102,"Anas platyrhynchos","Mallard duck",8839,368,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
31894463,523709,"Anas platyrhynchos","Mallard duck",8839,466,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
42183222,719606,"Anas platyrhynchos","Mallard duck",8839,201,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
8131393,515183,"Porphyrio melanotus","Pukeko",72013,81,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
7853499,400197,"Turdus philomelos","Song thrush",127946,14,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
36748794,701783,"Larus","Seagull",8911,167,"genus","Birds","Chordata","Aves","Charadriiformes","Laridae","Larus"
5208066,514748,"Zosterops","White eye",36298,11,"genus","Birds","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops"
15241802,522492,"Microcarbo melanoleucos","Little shag",146618,16,"species","Birds","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Microcarbo"
11945350,401354,"Anas platyrhynchos","Mallard duck",8839,14,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
41131187,535496,"Phasianus colchicus","Pheasant",9054,108,"species","Birds","Chordata","Aves","Galliformes","Phasianidae","Phasianus"
7123452,509991,"Zosterops lateralis","Silvereye",43581,12,"species","Birds","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops"
25773294,708195,"Sturnus vulgaris","Common starling",9172,6,"species","Birds","Chordata","Aves","Passeriformes","Sturnidae","Sturnus"
12664333,400952,"Porphyrio melanotus","Pukeko",72013,41,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
19639631,525628,"Branta canadensis","Canada goose",8853,19,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Branta"
24437491,519216,"Passer domesticus","House sparrow",48849,27,"species","Birds","Chordata","Aves","Passeriformes","Passeridae","Passer"
41147752,527020,"Porphyrio melanotus","Pukeko",72013,12,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
23864047,411964,"Phalacrocorax carbo","Black Shag",9209,762,"species","Birds","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax"
26150916,712754,"Fringilla coelebs","Common chaffinch",37598,99,"species","Birds","Chordata","Aves","Passeriformes","Fringillidae","Fringilla"
34074717,533582,"Porphyrio melanotus","Pukeko",72013,177,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
20670450,703575,"Sturnus vulgaris","Common starling",9172,158,"species","Birds","Chordata","Aves","Passeriformes","Sturnidae","Sturnus"
41721546,532717,"Aythya novaeseelandiae","New Zealand scaup; black teal",2497792,26,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Aythya"
9515996,521233,"Prunella modularis","Dunnock",181117,5,"species","Birds","Chordata","Aves","Passeriformes","Passeridae","Prunella"
19758688,525708,"Porphyrio melanotus","Pukeko",72013,169,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
27898884,711206,"Phalacrocorax carbo","Black Shag",9209,16,"species","Birds","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax"
69989410,720635,"Tadorna","Shelduck",8888,58,"genus","Birds","Chordata","Aves","Anseriformes","Anatidae","Tadorna"
14282788,402213,"Microcarbo melanoleucos","Little shag",146618,254,"species","Birds","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Microcarbo"
42996958,719784,"Tadorna variegata","Paradise Shelduck",107024,92,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Tadorna"
2432433,504369,"Sturnus vulgaris","Common starling",9172,19,"species","Birds","Chordata","Aves","Passeriformes","Sturnidae","Sturnus"
20738698,704105,"Anas platyrhynchos","Mallard duck",8839,279,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
33470833,531231,"Porphyrio","Swamphens",54483,1201,"genus","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
29391810,405955,"Gallirallus australis","Weka",9125,12,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Gallirallus"
29741874,714985,"Prosthemadera novaeseelandiae","Tui",266374,32,"species","Birds","Chordata","Aves","Passeriformes","Meliphagidae","Prosthemadera"
26422250,709122,"Porphyrio melanotus","Pukeko",72013,47,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
15877683,523718,"Porphyrio melanotus","Pukeko",72013,173,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
66494488,732561,"Turdus","Thrush",9186,1474,"genus","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
2056775,505182,"Porphyrio melanotus","Pukeko",72013,407,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
36559772,410675,"Petroica","Robin; tomtit",228563,21,"genus","Birds","Chordata","Aves","Passeriformes","Petroicidae","Petroica"
13147640,515844,"Anas platyrhynchos","Mallard duck",8839,794,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
41786666,542822,"Anas platyrhynchos","Mallard duck",8839,835,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
34072511,533587,"Phasianus colchicus","Pheasant",9054,2597,"species","Birds","Chordata","Aves","Galliformes","Phasianidae","Phasianus"
16452136,515534,"Porphyrio melanotus","Pukeko",72013,49,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
19755189,525709,"Anas platyrhynchos","Mallard duck",8839,1587,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
26150631,708986,"Zosterops lateralis","Silvereye",43581,25,"species","Birds","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops"
1974152,504798,"Larus dominicanus","Southern black-backed gull",37036,250,"species","Birds","Chordata","Aves","Charadriiformes","Laridae","Larus"
22009487,401223,"Turdus","Thrush",9186,67,"genus","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
55009508,723305,"Anas platyrhynchos","Mallard duck",8839,397,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
35922065,533098,"Anas platyrhynchos","Mallard duck",8839,5547,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
42765568,724826,"Porphyrio melanotus","Pukeko",72013,79,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
36977098,536357,"Aythya novaeseelandiae","New Zealand scaup; black teal",2497792,216,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Aythya"
3744128,504777,"Turdus","Thrush",9186,70,"genus","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
4674509,513658,"Columba livia","Pigeon",8932,1140,"species","Birds","Chordata","Aves","Columbiformes","Columbidae","Columba"
2433238,505780,"Turdus philomelos","Song thrush",127946,27,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
52275957,727601,"Prosthemadera novaeseelandiae","Tui",266374,140,"species","Birds","Chordata","Aves","Passeriformes","Meliphagidae","Prosthemadera"
36559225,725916,"Branta canadensis","Canada goose",8853,20,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Branta"
20989644,705613,"Columba livia","Pigeon",8932,45,"species","Birds","Chordata","Aves","Columbiformes","Columbidae","Columba"
27899296,711561,"Microcarbo melanoleucos","Little shag",146618,84,"species","Birds","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Microcarbo"
20739629,703875,"Anas platyrhynchos","Mallard duck",8839,305,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
16354269,402080,"Sturnus vulgaris","Common starling",9172,9,"species","Birds","Chordata","Aves","Passeriformes","Sturnidae","Sturnus"
8498781,516587,"Fringilla coelebs","Common chaffinch",37598,28,"species","Birds","Chordata","Aves","Passeriformes","Fringillidae","Fringilla"
30477140,715931,"Phalacrocorax carbo","Black Shag",9209,118,"species","Birds","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax"
1772204,503604,"Fringilla coelebs","Common chaffinch",37598,25,"species","Birds","Chordata","Aves","Passeriformes","Fringillidae","Fringilla"
30477302,715935,"Porphyrio melanotus","Pukeko",72013,376,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
25857943,710901,"Tadorna variegata","Paradise Shelduck",107024,349,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Tadorna"
27322952,715116,"Prosthemadera novaeseelandiae","Tui",266374,53,"species","Birds","Chordata","Aves","Passeriformes","Meliphagidae","Prosthemadera"
20378957,705746,"Gallirallus australis","Weka",9125,21,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Gallirallus"
26067515,701942,"Anas platyrhynchos","Mallard duck",8839,125,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
24437105,519185,"Turdus","Thrush",9186,34,"genus","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
6116628,509207,"Cygnus atratus","Black swan",8868,124,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Cygnus"
55084307,723212,"Hirundo neoxena","Welcome swallow",317132,60,"species","Birds","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo"
12541905,520248,"Turdus merula","Blackbird",9187,6,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
52134731,726665,"Turdus","Thrush",9186,103,"genus","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
34508689,412979,"Porphyrio melanotus","Pukeko",72013,11,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
21858730,706984,"Anas platyrhynchos","Mallard duck",8839,190,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
8130986,514971,"Porphyrio","Swamphens",54483,13,"genus","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
30588396,701164,"Passer domesticus","House sparrow",48849,18,"species","Birds","Chordata","Aves","Passeriformes","Passeridae","Passer"
19756410,525709,"Cygnus atratus","Black swan",8868,101,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Cygnus"
5604879,503751,"Turdus","Thrush",9186,49,"genus","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
29567233,708114,"Hirundo neoxena","Welcome swallow",317132,11,"species","Birds","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo"
54777828,722974,"Gallirallus australis","Weka",9125,614,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Gallirallus"
25113224,531427,"Anas platyrhynchos","Mallard duck",8839,1739,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
21803901,411812,"Microcarbo melanoleucos","Little shag",146618,303,"species","Birds","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Microcarbo"
30428282,713412,"Anas platyrhynchos","Mallard duck",8839,183,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
61068678,521261,"Columba livia","Pigeon",8932,33,"species","Birds","Chordata","Aves","Columbiformes","Columbidae","Columba"
36191383,538356,"Passer domesticus","House sparrow",48849,36,"species","Birds","Chordata","Aves","Passeriformes","Passeridae","Passer"
14531544,402223,"Turdus philomelos","Song thrush",127946,90,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
25955988,707821,"Phalacrocorax carbo","Black Shag",9209,261,"species","Birds","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax"
36973577,536378,"Branta canadensis","Canada goose",8853,39,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Branta"
16199193,401974,"Turdus","Thrush",9186,29,"genus","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
30734611,712923,"Phalacrocorax carbo","Black Shag",9209,89,"species","Birds","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax"
1973780,504147,"Porphyrio melanotus","Pukeko",72013,7,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
9827401,521290,"Anas platyrhynchos","Mallard duck",8839,625,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
3471813,505089,"Turdus philomelos","Song thrush",127946,30,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
21304269,519266,"Turdus philomelos","Song thrush",127946,254,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
20119644,405704,"Anas platyrhynchos","Mallard duck",8839,2126,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
34212403,701225,"Gallirallus australis","Weka",9125,8,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Gallirallus"
58213033,730646,"Phasianus colchicus","Pheasant",9054,139,"species","Birds","Chordata","Aves","Galliformes","Phasianidae","Phasianus"
14237162,518803,"Sturnus vulgaris","Common starling",9172,11,"species","Birds","Chordata","Aves","Passeriformes","Sturnidae","Sturnus"
4588216,506105,"Anas rhynchotis","Australasian shoveler",45633,5,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
2433488,506734,"Fringilla coelebs","Common chaffinch",37598,684,"species","Birds","Chordata","Aves","Passeriformes","Fringillidae","Fringilla"
11754252,401697,"Passer","Sparrow",9159,129,"genus","Birds","Chordata","Aves","Passeriformes","Passeridae","Passer"
26348850,709085,"Anas platyrhynchos","Mallard duck",8839,1649,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
35985344,533130,"Turdus philomelos","Song thrush",127946,44,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
14401827,400330,"Prosthemadera novaeseelandiae","Tui",266374,58,"species","Birds","Chordata","Aves","Passeriformes","Meliphagidae","Prosthemadera"
7684024,516571,"Zosterops lateralis","Silvereye",43581,55,"species","Birds","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops"
27940543,709611,"Tadorna variegata","Paradise Shelduck",107024,182,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Tadorna"
14778956,521176,"Turdus","Thrush",9186,11,"genus","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
38621165,540368,"Fringilla coelebs","Common chaffinch",37598,7,"species","Birds","Chordata","Aves","Passeriformes","Fringillidae","Fringilla"
12877390,401574,"Passer","Sparrow",9159,14,"genus","Birds","Chordata","Aves","Passeriformes","Passeridae","Passer"
54373711,533301,"Porphyrio melanotus","Pukeko",72013,1071,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
19595124,525543,"Porphyrio melanotus","Pukeko",72013,160,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
26086397,712542,"Anas platyrhynchos","Mallard duck",8839,68,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
42702353,724712,"Columba livia","Pigeon",8932,15,"species","Birds","Chordata","Aves","Columbiformes","Columbidae","Columba"
11370867,522486,"Passer domesticus","House sparrow",48849,26,"species","Birds","Chordata","Aves","Passeriformes","Passeridae","Passer"
2923460,501367,"Microcarbo melanoleucos","Little shag",146618,245,"species","Birds","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Microcarbo"
13147753,515846,"Anas platyrhynchos","Mallard duck",8839,1659,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
27869422,714761,"Anas platyrhynchos","Mallard duck",8839,1211,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
9630313,521501,"Porphyrio","Swamphens",54483,25,"genus","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
52553861,538494,"Zosterops lateralis","Silvereye",43581,164,"species","Birds","Chordata","Aves","Passeriformes","Zosteropidae","Zosterops"
20378956,705746,"Poodytes punctatus","New Zealand fernbird",980226,10,"species","Birds","Chordata","Aves","Passeriformes","Locustellidae","Poodytes"
26349018,709231,"Turdus philomelos","Song thrush",127946,137,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
42323758,719745,"Porphyrio melanotus","Pukeko",72013,402,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
56142593,701844,"Sturnus vulgaris","Common starling",9172,16,"species","Birds","Chordata","Aves","Passeriformes","Sturnidae","Sturnus"
1590116,501013,"Passer domesticus","House sparrow",48849,13,"species","Birds","Chordata","Aves","Passeriformes","Passeridae","Passer"
16361212,402079,"Tadorna variegata","Paradise Shelduck",107024,8,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Tadorna"
20303618,526111,"Turdus merula","Blackbird",9187,5,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
13304368,516016,"Anas platyrhynchos","Mallard duck",8839,115,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
29567360,708241,"Fringilla coelebs","Common chaffinch",37598,26,"species","Birds","Chordata","Aves","Passeriformes","Fringillidae","Fringilla"
14236878,400573,"Porphyrio melanotus","Pukeko",72013,8,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
28044495,709756,"Porphyrio melanotus","Pukeko",72013,14,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
12661652,400956,"Anas platyrhynchos","Mallard duck",8839,527,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
27491393,715155,"Anas platyrhynchos","Mallard duck",8839,38,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
3464321,504665,"Passer","Sparrow",9159,49,"genus","Birds","Chordata","Aves","Passeriformes","Passeridae","Passer"
15881707,519046,"Turdus merula","Blackbird",9187,5,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
24830265,405943,"Phalacrocorax carbo","Black Shag",9209,10,"species","Birds","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax"
27681525,711076,"Tadorna variegata","Paradise Shelduck",107024,27,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Tadorna"
27813212,714742,"Porphyrio melanotus","Pukeko",72013,175,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
1850879,503831,"Hemiphaga novaeseelandiae","Kereru",262124,45,"species","Birds","Chordata","Aves","Columbiformes","Columbidae","Hemiphaga"
31692472,410688,"Anas platyrhynchos","Mallard duck",8839,111,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
20670929,703822,"Phasianus colchicus","Pheasant",9054,17,"species","Birds","Chordata","Aves","Galliformes","Phasianidae","Phasianus"
15433274,521206,"Anas platyrhynchos","Mallard duck",8839,36,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
23529989,412165,"Anas platyrhynchos","Mallard duck",8839,514,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
39045266,703544,"Hemiphaga novaeseelandiae","Kereru",262124,11,"species","Birds","Chordata","Aves","Columbiformes","Columbidae","Hemiphaga"
21360060,525008,"Turdus merula","Blackbird",9187,12,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
12432867,401721,"Porphyrio melanotus","Pukeko",72013,499,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
13480137,521471,"Anas platyrhynchos","Mallard duck",8839,527,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
36192673,539798,"Passer domesticus","House sparrow",48849,41,"species","Birds","Chordata","Aves","Passeriformes","Passeridae","Passer"
14933417,516063,"Anas platyrhynchos","Mallard duck",8839,265,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
21362283,406215,"Prosthemadera novaeseelandiae","Tui",266374,12,"species","Birds","Chordata","Aves","Passeriformes","Meliphagidae","Prosthemadera"
2838245,505310,"Porphyrio melanotus","Pukeko",72013,1043,"species","Birds","Chordata","Aves","Gruiformes","Rallidae","Porphyrio"
11737554,400493,"Phalacrocorax carbo","Black Shag",9209,13,"species","Birds","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax"
2769738,506772,"Turdus philomelos","Song thrush",127946,55,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
58213587,730666,"Turdus merula","Blackbird",9187,40,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
28337449,711645,"Anas platyrhynchos","Mallard duck",8839,49,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
27518395,711083,"Columba livia","Pigeon",8932,44,"species","Birds","Chordata","Aves","Columbiformes","Columbidae","Columba"
2170907,504727,"Anas platyrhynchos","Mallard duck",8839,4489,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
18432393,514590,"Turdus merula","Blackbird",9187,7,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
23529973,412164,"Turdus philomelos","Song thrush",127946,5,"species","Birds","Chordata","Aves","Passeriformes","Turdidae","Turdus"
23467589,412130,"Sturnus vulgaris","Common starling",9172,103,"species","Birds","Chordata","Aves","Passeriformes","Sturnidae","Sturnus"
14447979,401513,"Carduelis carduelis","Goldfinch",37600,14,"species","Birds","Chordata","Aves","Passeriformes","Fringillidae","Carduelis"
20928322,702255,"Anas platyrhynchos","Mallard duck",8839,14,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
28574268,411412,"Anas platyrhynchos","Mallard duck",8839,162,"species","Birds","Chordata","Aves","Anseriformes","Anatidae","Anas"
15880312,519086,"Microcarbo melanoleucos","Little shag",146618,75,"species","Birds","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Microcarbo"
